"","kmeans_cluster"
"YAE1D1",42
"YBX2",42
"YIPF6",42
"ZAR1L",42
"ZBTB32",42
"ZBTB34",42
"ZBTB49",42
"ZC3H8",42
"ZCCHC17",42
"ZCCHC6",42
"ZCRB1",42
"ZDHHC12",42
"ZFP212",42
"ZFP251",42
"ZFP282",42
"ZFP618",42
"ZFP623",42
"ZFP771",42
"ZFP804B",42
"ZFP809",42
"ZFP958",42
"ZMYND10",42
"ZP3R",42
"ZSCAN22",42
"ZSWIM8",42
"0610009B22RIK",43
"0610040F04RIK",43
"1110008F13RIK",43
"1600002H07RIK",43
"1700034H15RIK",43
"1700037H04RIK",43
"1810019N24RIK",43
"1810059C17RIK",43
"2410080I02RIK",43
"2610507B11RIK",43
"2810029C07RIK",43
"2900011O08RIK",43
"2900089D17RIK",43
"3000002C10RIK",43
"4732491K20RIK",43
"4921524J17RIK",43
"4930461C15RIK",43
"4930532G15RIK",43
"4930599N23RIK",43
"4933439C10RIK",43
"5330438D12RIK",43
"5430405H02RIK",43
"5830432E09RIK",43
"A430005L14RIK",43
"A730071L15RIK",43
"ABCA3",43
"ABCF3",43
"ACTR6",43
"ADAM19",43
"AKAP8L",43
"ALDH6A1",43
"APOOL",43
"AQP11",43
"ARIH1",43
"ARIH2",43
"ARSG",43
"ASF1B",43
"ATP13A3",43
"ATP5J2",43
"ATP6V1F",43
"AXIN2",43
"B230319C09RIK",43
"B4GALT1",43
"BAIAP3",43
"BDH2",43
"BICD2",43
"BLCAP",43
"BPNT1",43
"BTK",43
"BUB3",43
"C030014I23RIK",43
"C130071C03RIK",43
"CABLES2",43
"CACNA1C",43
"CAMTA1",43
"CAND1",43
"CCDC12",43
"CCDC82",43
"CCNF",43
"CDC42EP3",43
"CDK2",43
"CEBPZOS",43
"CEP55",43
"CHD8",43
"CHP1",43
"CLHC1",43
"CLK4",43
"CNBP",43
"COPS7B",43
"COTL1",43
"COX19",43
"COX20",43
"CPNE7",43
"CTCFLOS",43
"CTH",43
"CUTAL",43
"CXCL10",43
"CYB561D2",43
"CYP2U1",43
"CYSLTR2",43
"DCAF12",43
"DHX40",43
"DNAJC13",43
"DNAJC19",43
"ECHS1",43
"EFCAB2",43
"EIF1",43
"EIF2AK2",43
"ELL",43
"EMP3",43
"ERRFI1",43
"F2RL1",43
"FAM120A",43
"FAM188B",43
"FAM50A",43
"FANCI",43
"FASL",43
"FASTK",43
"FASTKD1",43
"FBL",43
"FDX1",43
"FEZ2",43
"FLOT1",43
"FN3KRP",43
"FNDC3A",43
"FRA10AC1",43
"FTSJ3",43
"FYTTD1",43
"GBAS",43
"GDPD1",43
"GLOD4",43
"GM10020",43
"GM10524",43
"GM11479",43
"GM11701",43
"GM12043",43
"GM12204",43
"GM12942",43
"GM13170",43
"GM13214",43
"GM13419",43
"GM13448",43
"GM14634",43
"GM15627",43
"GM15760",43
"GM15890",43
"GM15912",43
"GM15929",43
"GM16091",43
"GM16278",43
"GM17450",43
"GM19553",43
"GM22260",43
"GM22551",43
"GM22985",43
"GM23136",43
"GM23754",43
"GM24009",43
"GM24112",43
"GM2464",43
"GM26153",43
"GM26637",43
"GM26734",43
"GM27017",43
"GM28942",43
"GM29094",43
"GM29541",43
"GM37497",43
"GM37747",43
"GM37772",43
"GM37988",43
"GM4219",43
"GM4285",43
"GM9378",43
"GRIN1",43
"GRIN2D",43
"GTF2F2",43
"GTF2I",43
"GZF1",43
"HADH",43
"HEATR5B",43
"HES3",43
"HIST1H3C",43
"HMG20A",43
"HSDL2",43
"HSPB6",43
"HSPE1",43
"ICAM2",43
"ICT1OS",43
"IFT52",43
"IKBKG",43
"IL16",43
"IL2RB",43
"INPP5A",43
"IPPK",43
"IRF9",43
"ITGAV",43
"ITGB3",43
"KBTBD11",43
"KBTBD8",43
"KCNAB2",43
"KDELC2",43
"KDELR1",43
"KIF7",43
"MACF1",43
"MANF",43
"MAP7D1",43
"MBLAC2",43
"MFNG",43
"MGAT4B",43
"MIR130C",43
"MIR21A",43
"MIR301",43
"MIR301B",43
"MIS18A",43
"MKRN1",43
"MLH3",43
"MMS22L",43
"MRI1",43
"MRPL15",43
"MRPL3",43
"MRPL39",43
"MRPL40",43
"MRPL47",43
"MSL1",43
"MSL2",43
"MTBP",43
"MTO1",43
"MYO1C",43
"N4BP2L2",43
"NBEAL1",43
"NCDN",43
"NCOA4",43
"NCOR1",43
"NEK8",43
"NFX1",43
"NOMO1",43
"NPRL2",43
"NUDCD3",43
"NUDT15",43
"NUDT18",43
"NUDT5",43
"NUP133",43
"NUSAP1",43
"OACYL",43
"OTUD6B",43
"PA2G4",43
"PET117",43
"PGAM1-PS2",43
"PHF21B",43
"PHLDB1",43
"PHOSPHO2",43
"PI4KA",43
"PIGZ",43
"PLCB4",43
"PLEK2",43
"POLR1C",43
"PQBP1",43
"PRKAR1B",43
"PSMA6",43
"PSMD5",43
"PTAR1",43
"PTCD2",43
"PTPDC1",43
"RAB11FIP2",43
"RAB11FIP4",43
"RAB2B",43
"RAN",43
"RANBP2",43
"RBM12",43
"RBM12B2",43
"RBM15B",43
"RNASEK",43
"RNF11",43
"RNF20",43
"RNF207",43
"RP23-198D7.4",43
"RP23-203O7.3",43
"RP23-42O8.9",43
"RP23-477N9.2",43
"RP24-182D2.1",43
"RP24-63O24.1",43
"RP24-68G17.3",43
"RP24-81J14.1",43
"RPGRIP1",43
"RPL18",43
"RPL22",43
"RPL35",43
"RPL35A",43
"RPL4",43
"RPS27A",43
"RTN4",43
"SBSN",43
"SCUBE3",43
"SDF2L1",43
"SKA2",43
"SLC25A15",43
"SLC31A1",43
"SLC37A4",43
"SLC9A3R1",43
"SLU7",43
"SMAD3",43
"SMAD6",43
"SMARCD2",43
"SMIM14",43
"SMIM7",43
"SNORD104",43
"SREBF1",43
"STAG3",43
"STARD5",43
"STK17B",43
"STRBP",43
"SUV39H1",43
"SUV39H2",43
"SYNGR4",43
"TAF9B",43
"TICRR",43
"TIMM22",43
"TIMM8B",43
"TMED4",43
"TMED9",43
"TMEM147OS",43
"TMEM19",43
"TNIP1",43
"TOB2",43
"TOMM34",43
"TOP3B",43
"TOX2",43
"TRAPPC1",43
"TRIM11",43
"TRIM24",43
"TRIP13",43
"TRIQK",43
"TRMT10A",43
"TRUB1",43
"0610025J13RIK",44
"0610038B21RIK",44
"1110065P20RIK",44
"1190007I07RIK",44
"1700017B05RIK",44
"1700054K19RIK",44
"1810014B01RIK",44
"2410022M11RIK",44
"2500002B13RIK",44
"4930426L09RIK",44
"4930451G09RIK",44
"4930505N22RIK",44
"4930581F22RIK",44
"8030423F21RIK",44
"9030617O03RIK",44
"9130008F23RIK",44
"9530082P21RIK",44
"A230050P20RIK",44
"A230072E10RIK",44
"A730081D07RIK",44
"A930015D03RIK",44
"A930024N18RIK",44
"ABCC12",44
"AC034285.4",44
"ACYP1",44
"ADAM17",44
"ADAMTS10",44
"ADCY7",44
"AFF3",44
"AGFG1",44
"AHCYL1",44
"AIMP1",44
"AKAP17B",44
"AMIGO2",44
"ANKMY1",44
"AP1S2",44
"APITD1",44
"ARMC8",44
"ASAP1",44
"ASB2",44
"ATF7IP",44
"AU020206",44
"AW822073",44
"B230208H11RIK",44
"B3GNT5",44
"BACH1",44
"BDH1",44
"BFSP2",44
"BICD1",44
"BZW1",44
"C330027C09RIK",44
"C430042M11RIK",44
"CCDC127",44
"CCDC184",44
"CCDC88C",44
"CCNB2",44
"CCNL1",44
"CDON",44
"CELF2",44
"CERKL",44
"CFAP52",44
"CHST12",44
"CIB1",44
"CLCN2",44
"CLCN4-2",44
"CLDN11",44
"CLDN12",44
"CR2",44
"CTLA2B",44
"CTPS",44
"CTR9",44
"CTSO",44
"CUL2",44
"CUL3",44
"CYFIP1",44
"D13ERTD608E",44
"D630039A03RIK",44
"DCP1A",44
"DCTN6",44
"DEGS1",44
"DESI1",44
"DGKD",44
"DNAJB9",44
"DOK2",44
"DYNLL2",44
"DZIP3",44
"EAF2",44
"EBPL",44
"EFHB",44
"EIF2AK3",44
"EIF3E",44
"EIF4EBP1",44
"EMC10",44
"EVL",44
"EXOC5",44
"F11R",44
"F2R",44
"FAM107B",44
"FAM210A",44
"FBXL12",44
"FCRLS",44
"FEM1C",44
"FOXRED2",44
"FRMPD4",44
"GBP7",44
"GCLC",44
"GEMIN5",44
"GFOD1",44
"GIMAP4",44
"GM12",44
"GM12041",44
"GM12250",44
"GM12607",44
"GM12993",44
"GM13033",44
"GM13489",44
"GM13534",44
"GM15638",44
"GM15749",44
"GM15834",44
"GM16038",44
"GM16094",44
"GM16213",44
"GM16383",44
"GM16432",44
"GM16618",44
"GM17178",44
"GM17196",44
"GM1720",44
"GM17249",44
"GM17622",44
"GM20458",44
"GM20539",44
"GM21985",44
"GM22024",44
"GM22060",44
"GM22257",44
"GM22614",44
"GM23184",44
"GM23459",44
"GM24708",44
"GM24751",44
"GM24774",44
"GM24867",44
"GM25296",44
"GM25561",44
"GM25628",44
"GM25668",44
"GM25763",44
"GM26430",44
"GM26641",44
"GM26698",44
"GM26799",44
"GM26810",44
"GM26819",44
"GM27533",44
"GM27645",44
"GM28707",44
"GM29340",44
"GM36999",44
"GM37033",44
"GM37170",44
"GM37253",44
"GM37305",44
"GM37583",44
"GM38379",44
"GM38386",44
"GM4117",44
"GM5407",44
"GM5614",44
"GM7336",44
"GM9017",44
"GM9855",44
"GM9917",44
"GPR89",44
"GSTZ1",44
"H13",44
"H2-Q6",44
"H2-T22",44
"HADHB",44
"HCCS",44
"HIF1A",44
"HIVEP2",44
"HLF",44
"HMOX2",44
"HPGD",44
"HPRT",44
"HSP90B1",44
"HSPA4",44
"HTR3B",44
"IER5L",44
"IMPAD1",44
"INSM1",44
"JAG1",44
"JTB",44
"KDM2B",44
"KLF3",44
"LETM2",44
"LIPG",44
"LMF2",44
"MAGED2",44
"MED13L",44
"MED15",44
"MED18",44
"MED23",44
"MED25",44
"MEIS2",44
"MFSD4",44
"MGARP",44
"MGRN1",44
"MIA3",44
"MIF",44
"MINA",44
"MIR16-2",44
"MIR449C",44
"MIR5135",44
"MIR680-3",44
"MIR6937",44
"MITF",44
"MMU-MIR-142A",44
"MRM1",44
"MTMR2",44
"MTMR9",44
"MYLIP",44
"MYO10",44
"NBN",44
"NDUFS5",44
"NEDD9",44
"NEURL2",44
"NFIA",44
"NINJ1",44
"NSUN7",44
"NT5E",44
"NUDT7",44
"OAS1B",44
"OLFR464",44
"OSGIN2",44
"OSR1",44
"P2RY10",44
"PAK1IP1",44
"PARP11",44
"PBX4",44
"PDCD4",44
"PDPK1",44
"PEX12",44
"PHACTR2",44
"PHB",44
"PIGF",44
"PITHD1",44
"PITX2",44
"PLD2",44
"PLEKHG1",44
"PLEKHM1",44
"PMAIP1",44
"PNMA1",44
"POLR2I",44
"PPOX",44
"PPP2R5D",44
"PRAF2",44
"PROS1",44
"PROSER1",44
"PRSS12",44
"PTPN22",44
"PTPN23",44
"PURB",44
"RAB11FIP4OS1",44
"RALGAPA2",44
"RARS",44
"RBAK",44
"RBM11",44
"RBM24",44
"REST",44
"RGS10",44
"RNF213",44
"RNU3B1",44
"RP23-12A18.2",44
"RP23-274K3.3",44
"RP23-354E8.1",44
"RP23-3L20.3",44
"RP23-443N7.6",44
"RP23-454P8.3",44
"RP23-47A6.5",44
"RP23-7M16.1",44
"RP24-204J8.6",44
"RP24-223N5.1",44
"RP24-544J6.4",44
"RP24-547J21.4",44
"RPIA",44
"RPL11",44
"RPL6",44
"RSRC1",44
"RUNX3",44
"SAMD15",44
"SCAF1",44
"SCOC",44
"SEC11C",44
"SERINC3",44
"SESN1",44
"SETD4",44
"SGK3",44
"SH3BP2",44
"SHC4",44
"SIPA1L1",44
"SIRT3",44
"SLAMF7",44
"SLC29A3",44
"SLC8B1",44
"SLFN14",44
"SNTB1",44
"SPOCK2",44
"SPRED2",44
"SPRTN",44
"SRSF1",44
"STARD4",44
"STAT1",44
"STRIP1",44
"SUB1",44
"SULF2",44
"SUSD1",44
"SV2C",44
"SWT1",44
"SYNE2",44
"SYS1",44
"TARS",44
"TAS2R119",44
"TATDN2",44
"TCAF3",44
"TCEB3",44
"TCTN3",44
"TECR",44
"THOC6",44
"TMBIM6",44
"TMEM151B",44
"TMEM232",44
"TMEM63A",44
"TMSB15B1",44
"TMSB15L",44
"TNFRSF26",44
"TNFSF9",44
"TNRC6B",44
"TNS2",44
"TOPORS",44
"TOX",44
"TPR",44
"TPRA1",44
"TRIM41",44
"TRMT10C",44
"TRPC1",44
"0610030E20RIK",45
"1700016D06RIK",45
"1700026F02RIK",45
"1700120B22RIK",45
"1810011H11RIK",45
"2310016D23RIK",45
"2610509F24RIK",45
"4833420G17RIK",45
"4833427G06RIK",45
"4930412C18RIK",45
"4930412L05RIK",45
"4930479D17RIK",45
"4930533B01RIK",45
"4930556M19RIK",45
"4931422A03RIK",45
"9430097D07RIK",45
"9530018H14RIK",45
"A530020G20RIK",45
"A530040E14RIK",45
"A630023P12RIK",45
"A630072M18RIK",45
"A730056A06RIK",45
"AAMDC",45
"ABCC1",45
"AC034285.3",45
"AC084391.1",45
"AC116520.1",45
"ACAP1",45
"ACAP3",45
"ACLY",45
"ACSM5",45
"ACVR2B",45
"ADAM15",45
"ADAMDEC1",45
"ADAT3",45
"ADIPOQ",45
"AFF1",45
"AGA",45
"AGGF1",45
"AHSG",45
"AIF1L",45
"AK9",45
"AKAP10",45
"ALG12",45
"AMPD3",45
"ANGPTL2",45
"ANGPTL6",45
"ANK2",45
"AP4B1",45
"APOBEC4",45
"AQP7",45
"ARCN1",45
"ARF4",45
"ARG1",45
"ARGLU1",45
"ARID3C",45
"ARL14EP",45
"ARMC7",45
"ARRDC2",45
"ATP6V1G2",45
"ATXN7L3B",45
"B230119M05RIK",45
"B630019K06RIK",45
"BAK1",45
"BANF2",45
"BANP",45
"BC035947",45
"BC094916",45
"BCKDK",45
"BCL7A",45
"BGLAP3",45
"BMP4",45
"BRAP",45
"BTBD2",45
"BTBD3",45
"BTBD8",45
"C230057A21RIK",45
"CABYR",45
"CACNA1E",45
"CACNB2",45
"CADPS2",45
"CALM5",45
"CALR",45
"CAMK1G",45
"CAPN7",45
"CAR3",45
"CARS",45
"CBLN1",45
"CCDC115",45
"CCZ1",45
"CDC20",45
"CDC42BPA",45
"CDC42BPB",45
"CEACAM19",45
"CEP120",45
"CES1E",45
"CFAP69",45
"CHRDL2",45
"CLCN3",45
"CMA1",45
"CMC4",45
"COPS7A",45
"COPZ1",45
"CPNE1",45
"CRB1",45
"CRH",45
"CRTC1",45
"CTNNA2",45
"CUX2",45
"CWC27",45
"CYP2J9",45
"CYP39A1",45
"D930019O06RIK",45
"DACT3",45
"DCTPP1",45
"DDX41",45
"DDX46",45
"DECR2",45
"DGKE",45
"DIDO1",45
"DLGAP1",45
"DNAJC28",45
"DNAJC5",45
"DOC2G",45
"DPYSL2",45
"DRG1",45
"DSE",45
"DTX3",45
"DUSP23",45
"DUSP28",45
"DYNLL1",45
"E130309D14RIK",45
"E130317F20RIK",45
"E230015B07RIK",45
"ECI2",45
"EGFL8",45
"EHMT1",45
"ELAVL4",45
"ENTPD3",45
"EPHA4",45
"EPHA8",45
"EPHB1",45
"ERBB3",45
"ETFA",45
"EVI2B",45
"EXTL1",45
"EYA2",45
"F3",45
"FAM129C",45
"FAM192A",45
"FAM19A5",45
"FAM205C",45
"FAM63A",45
"FAM78B",45
"FAS",45
"FGF21",45
"FIGN",45
"FKBP11",45
"FMNL2",45
"FOXC1",45
"FTL1",45
"GAL3ST3",45
"GAMT",45
"GAREM",45
"GDF7",45
"GGCX",45
"GM10065",45
"GM10359",45
"GM11266",45
"GM11474",45
"GM11548",45
"GM11573",45
"GM11860",45
"GM12194",45
"GM12370",45
"GM12811",45
"GM13077",45
"GM13147",45
"GM13241",45
"GM13247",45
"GM13655",45
"GM14733",45
"GM15124",45
"GM15317",45
"GM15411",45
"GM15481",45
"GM15496",45
"GM15742",45
"GM15857",45
"GM16082",45
"GM16124",45
"GM16194",45
"GM16199",45
"GM16339",45
"GM16576",45
"GM16853",45
"GM16938",45
"GM17138",45
"GM19331",45
"GM19744",45
"GM20467",45
"GM20500",45
"GM20522",45
"GM20532",45
"GM21971",45
"GM22355",45
"GM22642",45
"GM22724",45
"GM22824",45
"GM22890",45
"GM22953",45
"GM23027",45
"GM23261",45
"GM23670",45
"GM23699",45
"GM23746",45
"GM23910",45
"GM24083",45
"GM24232",45
"GM24381",45
"GM24430",45
"GM24434",45
"GM24523",45
"GM24930",45
"GM25070",45
"GM25264",45
"GM25432",45
"GM25605",45
"GM25607",45
"GM25883",45
"GM26328",45
"GM26402",45
"GM26873",45
"GM27161",45
"GM27197",45
"GM27265",45
"GM27588",45
"GM27854",45
"GM27878",45
"GM28308",45
"GM28441",45
"GM28836",45
"GM29177",45
"GM29229",45
"GM29246",45
"GM29292",45
"GM29331",45
"GM29394",45
"GM30948",45
"GM3604",45
"GM36989",45
"GM37010",45
"GM37065",45
"GM37125",45
"GM37292",45
"GM37307",45
"GM38102",45
"GM38210",45
"GM38258",45
"GM38394",45
"GM4952",45
"GM6028",45
"GM6425",45
"GM6550",45
"GM7389",45
"GM8307",45
"GM831",45
"GM8367",45
"GM8618",45
"GM8696",45
"GM9670",45
"GM9899",45
"GM9922",45
"GRIN2C",45
"GRIP1OS3",45
"GRM8",45
"GSS",45
"HAP1",45
"HAS3",45
"HCRTR1",45
"HDAC6",45
"HDAC9",45
"HEYL",45
"HHIPL1",45
"HIPK4",45
"HIST1H4K",45
"HOXB1",45
"HOXB5OS",45
"HSF4",45
"HSPB7",45
"HSPBAP1",45
"HTRA4",45
"HUS1",45
"IGHA",45
"IGHV1-24",45
"IGHV14-3",45
"IGHV4-2",45
"IGLJ3P",45
"IL12RB1",45
"INSIG2",45
"ISL2",45
"ISM2",45
"ITGA9",45
"JUNB",45
"KANK2",45
"KBTBD6",45
"KBTBD7",45
"KCNAB3OS",45
"KCNG2",45
"KCNJ11",45
"KCNJ2",45
"KCNK1",45
"KCNK10",45
"KCNK7",45
"KDM6BOS",45
"KLHL32",45
"KLHL40",45
"KREMEN2",45
"KRT72",45
"KRTAP14",45
"KRTCAP3",45
"L2HGDH",45
"LAMP1",45
"LETMD1",45
"LIN7A",45
"LRCH4",45
"LYSMD1",45
"LZTS3",45
"MAFG",45
"MAPK14",45
"MDGA2",45
"MGST2",45
"MIR125A",45
"MIR150",45
"MIR18",45
"MIR1934",45
"MIR20B",45
"MIR330",45
"MIR5136",45
"MIR6904",45
"MIR6907",45
"MIR695",45
"MIR6978",45
"MIR6988",45
"MIR7009",45
"MIR7032",45
"MIR7094-2",45
"MIR713",45
"MIR7223",45
"MIRG",45
"MMP16",45
"MROH2A",45
"MTA2",45
"MYDGF",45
"MYLK4",45
"NAP1L5",45
"NCAPD3",45
"NCKAP1L",45
"NEAT1",45
"NECAB2",45
"NOL7",45
"NOP2",45
"NPAS4",45
"NPY2R",45
"NR2C2",45
"NRCAM",45
"NUDT17",45
"NUFIP1",45
"NXPH3",45
"OCSTAMP",45
"OLFR1129",45
"OLFR1410",45
"OLFR49",45
"OLFR524",45
"OLFR796",45
"OPLAH",45
"PADI3",45
"PDGFRA",45
"PEAK1OS",45
"PFPL",45
"PGAP3",45
"PGLYRP2",45
"PGPEP1L",45
"PHF8",45
"PHIP",45
"PHXR2",45
"PIEZO1",45
"PIK3C2A",45
"PIP4K2C",45
"PLA2G15",45
"PLCZ1",45
"PLK-PS1",45
"PM20D2",45
"PMEL",45
"PMS1",45
"PODXL2",45
"PRCP",45
"PRSS50",45
"PRSS52",45
"RABL3",45
"RAET1E",45
"RARRES1",45
"RBFA",45
"RBP7",45
"REC114",45
"RECK",45
"RENBP",45
"RER1",45
"RFTN2",45
"RNF121",45
"RNF138",45
"RNF150",45
"RNF5",45
"RNPEP",45
"RP23-10D15.3",45
"RP23-128P4.1",45
"RP23-148L8.3",45
"RP23-189N6.2",45
"RP23-255N3.8",45
"RP23-263B18.4",45
"RP23-301L9.6",45
"RP23-307D8.9",45
"RP23-322E20.4",45
"RP23-339J4.3",45
"RP23-358D12.4",45
"RP23-370D2.5",45
"RP23-400D9.3",45
"RP23-431M7.4",45
"RP23-436D14.5",45
"RP23-446E21.6",45
"RP23-64I9.3",45
"RP24-230J14.10",45
"RP24-237I4.3",45
"RP24-273B9.2",45
"RP24-317F6.7",45
"RP24-330A11.12",45
"RP24-372H3.1",45
"RP24-372J8.3",45
"RP24-380G1.1",45
"RP24-398M13.1",45
"RP24-404P10.2",45
"RP24-421E18.8",45
"RP24-423L4.4",45
"RP24-446A8.2",45
"RP24-447I18.1",45
"RP24-448C16.5",45
"RP24-490H13.4",45
"RP24-492O4.8",45
"RPS15A-PS7",45
"RPS2-PS11",45
"RSG1",45
"RSPO4",45
"RTN4R",45
"SCAND1",45
"SCAP",45
"SCN1B",45
"SCN8A",45
"SCUBE1",45
"SDHC",45
"SEC14L2",45
"SEC63",45
"SELM",45
"SEMA6C",45
"SH3TC1",45
"SLC12A5",45
"SLC13A3",45
"SLC25A10",45
"SLC25A2",45
"SLC25A54",45
"SLC38A10",45
"SLC39A7",45
"SLC5A11",45
"SLC6A8",45
"SLC7A5",45
"SLC9A3R2",45
"SMG5",45
"SMIM10L2A",45
"SNAPC5",45
"SNORD45B",45
"SPCS2",45
"SPDYE4B",45
"SPG7",45
"SST",45
"STK35",45
"STMN3",45
"STOML2",45
"STX12",45
"SYNCRIP",45
"TAB3",45
"TAC4",45
"TAF1",45
"TANC2",45
"TAS1R1",45
"TBX19",45
"TBX20",45
"TBX21",45
"TBXA2R",45
"TCN2",45
"TCP11L2",45
"TCTA",45
"TDG",45
"TECPR2",45
"TFF2",45
"TFPI",45
"THAP4",45
"TIE1",45
"TIMM50",45
"TLE6",45
"TLR2",45
"TMEM121",45
"TMEM126A",45
"TMEM178B",45
"TMEM198",45
"TMEM199",45
"TNFRSF10B",45
"TNFSF8",45
"TOR4A",45
"TOX3",45
"TRAF3IP1",45
"TRAF7",45
"TRAJ53",45
"TRAPPC6B",45
"TRAV13-1",45
"TRBV12-1",45
"TRBV20",45
"TSPAN10",45
"1700086O06RIK",46
"1700093J21RIK",46
"1810062O18RIK",46
"2700038G22RIK",46
"2810403D21RIK",46
"4831440E17RIK",46
"4930471M09RIK",46
"4932412D23RIK",46
"4933440N22RIK",46
"6030443J06RIK",46
"9230106D20RIK",46
"9230114K14RIK",46
"9430041J12RIK",46
"9530046B11RIK",46
"9930021J03RIK",46
"A730035I17RIK",46
"ABCA2",46
"ABCG2",46
"ABHD6",46
"ABTB2",46
"ADAP1",46
"ADCK4",46
"ADO",46
"AI413582",46
"AKAP9",46
"ALS2",46
"AP4M1",46
"AP4S1",46
"APOO",46
"ARHGAP9",46
"ARNTL",46
"ASB1",46
"ASL",46
"ATL2",46
"ATP6V1D",46
"AV099323",46
"B330016D10RIK",46
"BACH2",46
"BAG4",46
"BAZ2A",46
"BB557941",46
"BBS12",46
"BBS2",46
"BC005537",46
"BCL3",46
"BET1L",46
"BNIP3",46
"BOC",46
"BOD1L",46
"BRF2",46
"BRIP1OS",46
"BRSK2",46
"BRWD1",46
"BTAF1",46
"C1QBP",46
"C330007P06RIK",46
"CAMSAP1",46
"CAPRIN1",46
"CARD10",46
"CCDC125",46
"CCDC6",46
"CCNE2",46
"CCNJ",46
"CDK7",46
"CEP295",46
"CEP83OS",46
"CERCAM",46
"CHD1",46
"CHORDC1",46
"CIAO1",46
"CNEP1R1",46
"CNPY4",46
"CORO1C",46
"CROT",46
"CSRP1",46
"CTDSPL2",46
"CUX1",46
"DDI2",46
"DDX55",46
"DOCK11",46
"DPY19L1",46
"DSCC1",46
"DUSP5",46
"DZIP1",46
"EDF1",46
"EFTUD1",46
"EIF2S2",46
"EIF3L",46
"EMC6",46
"EMG1",46
"ERI2",46
"ETOS1",46
"FAM43A",46
"FBXO22",46
"FCGR3",46
"FECH",46
"FGFR4",46
"FGFRL1",46
"FHIT",46
"FIP1L1",46
"FIZ1",46
"FOSB",46
"G730003C15RIK",46
"GART",46
"GET4",46
"GFM2",46
"GK5",46
"GLB1L",46
"GLT28D2",46
"GM10260",46
"GM10268",46
"GM10322",46
"GM11934",46
"GM12258",46
"GM12602",46
"GM13267",46
"GM13432",46
"GM14202",46
"GM14302",46
"GM15518",46
"GM15564",46
"GM15743",46
"GM15943",46
"GM15946",46
"GM16755",46
"GM17077",46
"GM17112",46
"GM17133",46
"GM17251",46
"GM21982",46
"GM22133",46
"GM22980",46
"GM23205",46
"GM23547",46
"GM23633",46
"GM23772",46
"GM24786",46
"GM25514",46
"GM25821",46
"GM25832",46
"GM26787",46
"GM26965",46
"GM27184",46
"GM27322",46
"GM27734",46
"GM27941",46
"GM28166",46
"GM28529",46
"GM28536",46
"GM28727",46
"GM37397",46
"GM38190",46
"GM38316",46
"GM4673",46
"GM5540",46
"GM996",46
"GMNN",46
"GNAO1",46
"GNAT1",46
"GNB1L",46
"GNB2",46
"GNG5",46
"GNGT2",46
"GP1BB",46
"GRCC10",46
"GSN",46
"GTPBP1",46
"H1F0",46
"HCFC1",46
"HELZ",46
"HIST1H2BM",46
"HN1",46
"HNRNPAB",46
"HNRNPM",46
"HNRNPUL1",46
"HOMER1",46
"HSP90AA1",46
"IER5",46
"IFT57",46
"ILF3",46
"INCA1",46
"IRAK4",46
"ITPA",46
"JMY",46
"KANSL1L",46
"KBTBD2",46
"KCNG3",46
"KCNH4",46
"KCTD3",46
"KCTD6",46
"KDELR2",46
"KMT2B",46
"LACTB2",46
"LANCL2",46
"LCOR",46
"LDHA",46
"LDLRAP1",46
"LLGL1",46
"LLGL2",46
"LMNB1",46
"LMNTD2",46
"LRRC49",46
"LSM1",46
"LSM3",46
"MAP3K15",46
"MAP3K8",46
"MARCH2",46
"MAT2B",46
"MCM3",46
"MDC1",46
"MED6",46
"MEX3B",46
"MGAT4A",46
"MIB1",46
"MICAL1",46
"MIER1",46
"MIR7048",46
"MIR7052",46
"MIR7660",46
"MIR7668",46
"MIR7672",46
"MLF1",46
"MMP17",46
"MMU-MIR-677",46
"MMU-MIR-9769",46
"MOK",46
"MORN2",46
"MPHOSPH10",46
"MPHOSPH6",46
"MPP5",46
"MPRIP",46
"MSH2",46
"MSH5",46
"MSRB2",46
"MYBBP1A",46
"MYPOPOS",46
"NAA50",46
"NAGA",46
"NARS",46
"NDUFB4",46
"NEU3",46
"NFATC1",46
"NKRF",46
"NR3C1",46
"OGG1",46
"OSR2",46
"OXSM",46
"P4HA1",46
"PATZ1",46
"PAXBP1",46
"PCED1A",46
"PCF11",46
"PDHA1",46
"PDZD8",46
"PEO1",46
"PHTF1OS",46
"PIGM",46
"PIK3CB",46
"PINK1",46
"PIP5KL1",46
"PKN2",46
"PLEKHA1",46
"PLIN2",46
"POLH",46
"POLI",46
"POLR2C",46
"POLR2L",46
"POLR3E",46
"POM121",46
"POP7",46
"POU2F2",46
"PPAN",46
"PPAT",46
"PPM1N",46
"PPP1R18",46
"PPP1R2",46
"PPP1R35",46
"PPP2R2D",46
"PPP2R5C",46
"PPP3CB",46
"PPP6R1",46
"PQLC1",46
"PRKAB1",46
"PRKX",46
"PROSCOS",46
"PRR19",46
"PRR5L",46
"PRR7",46
"PSMB4",46
"PSMD6",46
"PTPN2",46
"PTTG1IP",46
"PXK",46
"PXMP2",46
"QSOX1",46
"RAB11B",46
"RAB21",46
"RAB30",46
"RAB32",46
"RAB6B",46
"RAB8A",46
"RAC2",46
"RADIL",46
"RARS2",46
"RASGRF2",46
"RBM42",46
"RFX3",46
"RIC8",46
"RIN3",46
"RMND5A",46
"RNF165",46
"RP23-206J17.2",46
"RP23-20K24.9",46
"RP23-322E20.6",46
