"","gene","kmeans_cluster"
"10214","MFAP3",2
"10215","MFAP3L",9
"10216","MFAP4",9
"10217","MFF",10
"10218","MFHAS1",1
"10219","MFN1",13
"10220","MFN2",14
"10221","MFNG",7
"10222","MFRP",8
"10223","MFSD1",11
"10224","MFSD10",1
"10225","MFSD11",10
"10226","MFSD2B",10
"10227","MFSD3",12
"10228","MFSD4",4
"10229","MFSD5",14
"10230","MFSD6",5
"10231","MFSD6L",8
"10232","MFSD7A",14
"10233","MFSD7B",1
"10234","MFSD7C",8
"10235","MFSD8",8
"10236","MFSD9",15
"10237","MGA",15
"10238","MGARP",8
"10239","MGAT1",15
"10240","MGAT2",2
"10241","MGAT4A",10
"10242","MGAT4B",5
"10243","MGAT4E",8
"10244","MGAT5",15
"10245","MGAT5B",9
"10246","MGEA5",14
"10247","MGLL",12
"10248","MGME1",11
"10249","MGMT",3
"10250","MGRN1",10
"10251","MGST2",6
"10252","MGST3",1
"10253","MIA",9
"10254","MIA3",10
"10255","MIAT",15
"10256","MIB1",5
"10257","MICAL1",7
"10258","MICAL2",15
"10259","MICAL3",8
"10260","MICALCL",4
"10261","MICALL1",12
"10262","MICALL2",3
"10263","MICU1",10
"10264","MICU2",14
"10265","MICU3",2
"10266","MID1",13
"10267","MIDN",10
"10268","MIEF1",2
"10269","MIEF2",9
"10270","MIEN1",1
"10271","MIER1",13
"10272","MIER2",10
"10273","MIER3",5
"10274","MIF",10
"10275","MIF4GD",1
"10276","MIIP",9
"10277","MILL1",12
"10278","MILL2",2
"10279","MINA",13
"10280","MINK1",8
"10281","MINOS1",13
"10282","MINPP1",15
"10283","MIOS",2
"10284","MIPEP",16
"10285","MIPEPOS",12
"10286","MIPOL1",1
"10287","MIR101A",1
"10288","MIR107",9
"10289","MIR1190",8
"10290","MIR124A-3",14
"10291","MIR125A",8
"10292","MIR128-2",12
"10293","MIR129-2",9
"10294","MIR1306",1
"10295","MIR130A",8
"10296","MIR130B",2
"10297","MIR130C",4
"10298","MIR132",10
"10299","MIR137",12
"10300","MIR141",8
"10301","MIR142B",13
"10302","MIR142HG",13
"10303","MIR145A",14
"10304","MIR146",15
"10305","MIR147",4
"10306","MIR148A",7
"10307","MIR150",15
"10308","MIR15B",13
"10309","MIR16-2",1
"10310","MIR1668",8
"10311","MIR17",1
"10312","MIR17HG",1
"10313","MIR18",1
"10314","MIR183",14
"10315","MIR1893",3
"10316","MIR1894",10
"10317","MIR1896",2
"10318","MIR1900",13
"10319","MIR1901",15
"10320","MIR1903",5
"10321","MIR1904",15
"10322","MIR1906-1",2
"10323","MIR1907",13
"10324","MIR1931",15
"10325","MIR1932",8
"10326","MIR1934",14
"10327","MIR1938",1
"10328","MIR193A",12
"10329","MIR1945",5
"10330","MIR1946B",3
"10331","MIR1949",5
"10332","MIR1955",12
"10333","MIR1956",10
"10334","MIR1957A",6
"10335","MIR195A",16
"10336","MIR1964",1
"10337","MIR1966",8
"10338","MIR1967",13
"10339","MIR1981",3
"10340","MIR19A",14
"10341","MIR19B-1",3
"10342","MIR200C",6
"10343","MIR203",9
"10344","MIR207",6
"10345","MIR20A",14
"10346","MIR212",11
"10347","MIR218-2",12
"10348","MIR219A-1",13
"10349","MIR219A-2",1
"10350","MIR21A",13
"10351","MIR22",10
"10352","MIR22HG",10
"10353","MIR23A",2
"10354","MIR24-2",1
"10355","MIR26A-2",12
"10356","MIR26B",10
"10357","MIR27A",13
"10358","MIR2861",3
"10359","MIR28A",8
"10360","MIR301",14
"10361","MIR301B",10
"10362","MIR3057",12
"10363","MIR3058",3
"10364","MIR3060",1
"10365","MIR3061",12
"10366","MIR3064",10
"10367","MIR3075",12
"10368","MIR3077",11
"10369","MIR3081",13
"10370","MIR3082",1
"10371","MIR3083",12
"10372","MIR3085",12
"10373","MIR3086",15
"10374","MIR3089",3
"10375","MIR3090",6
"10376","MIR3096",3
"10377","MIR3098",14
"10378","MIR31",12
"10379","MIR3101",10
"10380","MIR3109",3
"10381","MIR322",12
"10382","MIR330",14
"10383","MIR335",12
"10384","MIR339",12
"10385","MIR342",12
"10386","MIR345",14
"10387","MIR3473F",12
"10388","MIR34B",12
"10389","MIR34C",12
"10390","MIR351",12
"10391","MIR3547",6
"10392","MIR3569",13
"10393","MIR377",14
"10394","MIR3965",12
"10395","MIR425",14
"10396","MIR449A",14
"10397","MIR449B",3
"10398","MIR449C",14
"10399","MIR466I",12
"10400","MIR484",14
"10401","MIR491",12
"10402","MIR496A",8
"10403","MIR497B",3
"10404","MIR503",6
"10405","MIR5100",12
"10406","MIR5103",13
"10407","MIR5104",15
"10408","MIR5112",4
"10409","MIR5117",14
"10410","MIR5122",16
"10411","MIR5123",3
"10412","MIR5124A",12
"10413","MIR5126",12
"10414","MIR5129",12
"10415","MIR5130",13
"10416","MIR5131",13
"10417","MIR5132",11
"10418","MIR5135",2
"10419","MIR5617",12
"10420","MIR5618",8
"10421","MIR5619",4
"10422","MIR5620",2
"10423","MIR5624",3
"10424","MIR574",12
"10425","MIR599",4
"10426","MIR6236",3
"10427","MIR6241",12
"10428","MIR6244",12
"10429","MIR6347",12
"10430","MIR6359",11
"10431","MIR6361",4
"10432","MIR6362",12
"10433","MIR6373",16
"10434","MIR6374",12
"10435","MIR6387",12
"10436","MIR6392",6
"10437","MIR6393",4
"10438","MIR6395",4
"10439","MIR6400",1
"10440","MIR6402",14
"10441","MIR6409",4
"10442","MIR6414",14
"10443","MIR6418",10
"10444","MIR652",4
"10445","MIR6538",3
"10446","MIR6541",12
"10447","MIR6546",12
"10448","MIR674",3
"10449","MIR675",1
"10450","MIR677",2
"10451","MIR678",12
"10452","MIR680-3",12
"10453","MIR686",12
"10454","MIR688",13
"10455","MIR6897",12
"10456","MIR6907",14
"10457","MIR6909",5
"10458","MIR6919",13
"10459","MIR692-2",6
"10460","MIR6923",13
"10461","MIR6930",6
"10462","MIR6935",10
"10463","MIR6936",3
"10464","MIR6937",13
"10465","MIR6944",10
"10466","MIR6946",12
"10467","MIR6952",2
"10468","MIR6953",11
"10469","MIR6963",12
"10470","MIR6968",10
"10471","MIR6974",6
"10472","MIR6975",16
"10473","MIR698",1
"10474","MIR6980",6
"10475","MIR6991",5
"10476","MIR6992",14
"10477","MIR6999",12
"10478","MIR7000",14
"10479","MIR7001",15
"10480","MIR7007",8
"10481","MIR7009",10
"10482","MIR7010",4
"10483","MIR7011",12
"10484","MIR7012",13
"10485","MIR7019",10
"10486","MIR702",12
"10487","MIR7023",3
"10488","MIR7036B",14
"10489","MIR7043",8
"10490","MIR7045",3
"10491","MIR7046",11
"10492","MIR7048",3
"10493","MIR7049",8
"10494","MIR705",1
"10495","MIR7050",3
"10496","MIR7051",14
"10497","MIR7052",3
"10498","MIR7054",10
"10499","MIR7057",4
"10500","MIR7058",9
"10501","MIR7059",8
"10502","MIR706",15
"10503","MIR7066",12
"10504","MIR7067",1
"10505","MIR707",5
"10506","MIR7070",14
"10507","MIR7075",5
"10508","MIR7078",9
"10509","MIR7079",14
"10510","MIR7084",2
"10511","MIR7085",14
"10512","MIR7086",5
"10513","MIR7093",14
"10514","MIR7115",9
"10515","MIR7119",14
"10516","MIR713",14
"10517","MIR718",2
"10518","MIR7212",12
"10519","MIR7223",14
"10520","MIR7225",9
"10521","MIR7235",14
"10522","MIR7239",8
"10523","MIR7240",1
"10524","MIR760",15
"10525","MIR762",8
"10526","MIR7648",15
"10527","MIR7649",9
"10528","MIR7654",14
"10529","MIR7655",10
"10530","MIR7660",15
"10531","MIR7662",4
"10532","MIR7663",2
"10533","MIR7666",10
"10534","MIR7668",5
"10535","MIR7671",15
"10536","MIR7672",9
"10537","MIR7675",4
"10538","MIR7681",4
"10539","MIR7683",8
"10540","MIR7687",5
"10541","MIR7688",13
"10542","MIR770",8
"10543","MIR7B",6
"10544","MIR8092",2
"10545","MIR8094",9
"10546","MIR8098",9
"10547","MIR8099-2",14
"10548","MIR8100",4
"10549","MIR8101",9
"10550","MIR8102",1
"10551","MIR8104",15
"10552","MIR8109",2
"10553","MIR8112",10
"10554","MIR8114",2
"10555","MIR8115",8
"10556","MIR8116",4
"10557","MIR8119",8
"10558","MIR8120",15
"10559","MIR875",9
"10560","MIR9-2",4
"10561","MIR9-3",9
"10562","MIR92-1",14
"10563","MIR99A",4
"10564","MIR99AHG",8
"10565","MIR99B",9
"10566","MIRLET7C-1",9
"10567","MIRLET7G",9
"10568","MIRLET7I",15
"10569","MIS12",2
"10570","MIS18A",2
"10571","MIS18BP1",5
"10572","MITD1",15
"10573","MITF",15
"10574","MIXL1",8
"10575","MKI67",15
"10576","MKKS",14
"10577","MKL1",5
"10578","MKL2",13
"10579","MKLN1",13
"10580","MKLN1OS",10
"10581","MKNK1",1
"10582","MKNK2",8
"10583","MKRN1",14
"10584","MKRN2OS",9
"10585","MKS1",1
"10586","MLEC",2
"10587","MLF1",4
"10588","MLH1",2
"10589","MLH3",10
"10590","MLKL",14
"10591","MLLT1",10
"10592","MLLT10",10
"10593","MLLT11",8
"10594","MLLT3",15
"10595","MLLT4",8
"10596","MLLT6",14
"10597","MLPH",9
"10598","MLX",14
"10599","MLXIP",1
"10600","MLXIPL",1
"10601","MLYCD",2
"10602","MMAA",2
"10603","MMACHC",12
"10604","MMADHC",15
"10605","MMD",4
"10606","MMD2",8
"10607","MME",9
"10608","MMEL1",9
"10609","MMGT1",14
"10610","MMGT2",8
"10611","MMP10",8
"10612","MMP11",10
"10613","MMP14",1
"10614","MMP15",2
"10615","MMP16",9
"10616","MMP17",5
"10617","MMP24",8
"10618","MMP25",9
"10619","MMP28",8
"10620","MMP8",4
"10621","MMS19",10
"10622","MMS22L",13
"10623","MMU-LET-7E",9
"10624","MMU-MIR-101C",9
"10625","MMU-MIR-129B",9
"10626","MMU-MIR-142A",10
"10627","MMU-MIR-191",1
"10628","MMU-MIR-1949",1
"10629","MMU-MIR-219C",2
"10630","MMU-MIR-3069",14
"10631","MMU-MIR-378A",10
"10632","MMU-MIR-3960",14
"10633","MMU-MIR-497A",2
"10634","MMU-MIR-5121",10
"10635","MMU-MIR-6516",1
"10636","MMU-MIR-677",5
"10637","MMU-MIR-6902",14
"10638","MMU-MIR-6906",1
"10639","MMU-MIR-691",4
"10640","MMU-MIR-6924",9
"10641","MMU-MIR-6925",9
"10642","MMU-MIR-6976",5
"10643","MMU-MIR-7092",14
"10644","MMU-MIR-7094-1",9
"10645","MMU-MIR-7218",1
"10646","MMU-MIR-7228",1
"10647","MMU-MIR-7231",13
"10648","MMU-MIR-7233",4
"10649","MMU-MIR-7238",1
"10650","MMU-MIR-7646",1
"10651","MMU-MIR-7661",8
"10652","MMU-MIR-9768",9
"10653","MMU-MIR-9769",7
"10654","MN1",8
"10655","MNAT1",4
"10656","MND1",13
"10657","MNDA",9
"10658","MNDAL",4
"10659","MNS1",13
"10660","MNT",10
"10661","MOAP1",2
"10662","MOB1A",1
"10663","MOB1B",2
"10664","MOB2",13
"10665","MOB3A",14
"10666","MOB3B",2
"10667","MOB3C",13
"10668","MOB4",10
"10669","MOCOS",4
"10670","MOCS1",5
"10671","MOCS2",5
"10672","MOCS3",2
"10673","MOGAT1",5
"10674","MOK",5
"10675","MON1A",6
"10676","MON1B",16
"10677","MON2",5
"10678","MORC2A",10
"10679","MORC3",2
"10680","MORF4L1",3
"10681","MORF4L2",9
"10682","MORN1",5
"10683","MORN2",13
"10684","MORN3",6
"10685","MORN4",5
"10686","MORN5",14
"10687","MOS",6
"10688","MOSPD1",14
"10689","MOSPD3",2
"10690","MOV10",5
"10691","MOXD2",15
"10692","MPC1",5
"10693","MPC2",5
"10694","MPDU1",14
"10695","MPDZ",8
"10696","MPG",5
"10697","MPHOSPH10",10
"10698","MPHOSPH6",5
"10699","MPHOSPH8",14
"10700","MPHOSPH9",14
"10701","MPLKIP",2
"10702","MPND",5
"10703","MPO",14
"10704","MPP1",14
"10705","MPP5",5
"10706","MPP6",13
"10707","MPP7",5
"10708","MPPE1",15
"10709","MPPED1",8
"10710","MPPED2",8
"10711","MPRIP",2
"10712","MPST",13
"10713","MPV17",12
"10714","MPV17L2",9
"10715","MPZ",14
"10716","MPZL1",2
"10717","MPZL2",9
"10718","MPZL3",5
"10719","MR1",2
"10720","MRAP2",2
"10721","MRAS",13
"10722","MRC2",8
"10723","MRE11A",9
"10724","MREG",9
"10725","MRGBP",9
"10726","MRGPRA4",9
"10727","MRGPRE",14
"10728","MRGPRH",9
"10729","MRI1",1
"10730","MRM1",9
"10731","MRO",2
"10732","MROH1",12
"10733","MROH2A",4
"10734","MROH6",5
"10735","MROH7",8
"10736","MRPL1",10
"10737","MRPL10",9
"10738","MRPL11",9
"10739","MRPL13",15
"10740","MRPL14",1
"10741","MRPL15",10
"10742","MRPL16",1
"10743","MRPL17",15
"10744","MRPL18",10
"10745","MRPL19",13
"10746","MRPL2",8
"10747","MRPL22",8
"10748","MRPL23",10
"10749","MRPL23-PS1",12
"10750","MRPL27",9
"10751","MRPL3",8
"10752","MRPL30",4
"10753","MRPL32",9
"10754","MRPL33",1
"10755","MRPL36",10
"10756","MRPL37",14
"10757","MRPL39",1
"10758","MRPL40",2
"10759","MRPL41",14
"10760","MRPL42",1
"10761","MRPL43",9
"10762","MRPL45",8
"10763","MRPL46",2
"10764","MRPL47",14
"10765","MRPL48",2
"10766","MRPL49",2
"10767","MRPL51",14
"10768","MRPL52",1
"10769","MRPL53",2
"10770","MRPL54",8
"10771","MRPL55",14
"10772","MRPL57",2
"10773","MRPL9",2
"10774","MRPS11",15
"10775","MRPS12",14
"10776","MRPS14",9
"10777","MRPS15",2
"10778","MRPS16",2
"10779","MRPS17",9
"10780","MRPS18A",2
"10781","MRPS18B",10
"10782","MRPS18C",5
"10783","MRPS2",2
"10784","MRPS23",5
"10785","MRPS24",1
"10786","MRPS25",8
"10787","MRPS26",10
"10788","MRPS27",10
"10789","MRPS28",13
"10790","MRPS30",2
"10791","MRPS31",2
"10792","MRPS33",15
"10793","MRPS34",12
"10794","MRPS35",2
"10795","MRPS36",2
"10796","MRPS5",2
"10797","MRPS6",5
"10798","MRPS9",14
"10799","MRRF",8
"10800","MRTO4",2
"10801","MRVI1",4
"10802","MS4A10",8
"10803","MS4A4B",9
"10804","MS4A4C",9
"10805","MS4A6B",4
"10806","MSANTD2",5
"10807","MSGN1",9
"10808","MSH2",9
"10809","MSH3",15
"10810","MSH4",9
"10811","MSH5",1
"10812","MSH6",12
"10813","MSI1",9
"10814","MSI2",15
"10815","MSL1",2
"10816","MSL2",3
"10817","MSL3",15
"10818","MSL3L2",15
"10819","MSMO1",13
"10820","MSN",13
"10821","MSRB1",6
"10822","MSRB2",15
"10823","MSRB3",12
"10824","MST1",1
"10825","MSX2",9
"10826","MSX3",9
"10827","MT1",2
"10828","MT2",8
"10829","MT3",9
"10830","MT4",9
"10831","MTA2",2
"10832","MTA3",15
"10833","MTAG2",10
"10834","MTAP",15
"10835","MTAP7D3",14
"10836","MTBP",1
"10837","MTCH1",15
"10838","MTCL1",10
"10839","MTCP1",1
"10840","MTDH",15
"10841","MTERF2",14
"10842","MTERF3",15
"10843","MTERF4",9
"10844","MTF1",13
"10845","MTF2",10
"10846","MTFP1",6
"10847","MTFR1",4
"10848","MTFR1L",9
"10849","MTFR2",15
"10850","MTG1",5
"10851","MTG2",15
"10852","MTHFD1",3
"10853","MTHFD1L",12
"10854","MTHFD2",1
"10855","MTHFD2L",2
"10856","MTHFR",2
"10857","MTHFS",4
"10858","MTHFSD",5
"10859","MTHFSL",12
"10860","MTIF2",2
"10861","MTIF3",5
"10862","MTM1",3
"10863","MTMR1",3
"10864","MTMR10",5
"10865","MTMR12",11
"10866","MTMR14",2
"10867","MTMR2",3
"10868","MTMR3",3
"10869","MTMR4",3
"10870","MTMR6",15
"10871","MTMR7",13
"10872","MTMR9",2
"10873","MTO1",14
"10874","MTOR",8
"10875","MTPAP",3
"10876","MTPN",15
"10877","MTR",13
"10878","MTRF1",10
"10879","MTRF1L",15
"10880","MTRR",4
"10881","MTSS1",8
"10882","MTSS1L",12
"10883","MTTP",11
"10884","MTURN",3
"10885","MTUS1",4
"10886","MTX1",16
"10887","MTX2",13
"10888","MTX3",15
"10889","MUC20",12
"10890","MUC3",3
"10891","MUC4",12
"10892","MUL1",3
"10893","MUM1",6
"10894","MUP-PS22",12
"10895","MUS81",5
"10896","MUSTN1",12
"10897","MUT",6
"10898","MUTYH",5
"10899","MVB12A",12
"10900","MVB12B",15
"10901","MVP",14
"10902","MX1",15
"10903","MX2",14
"10904","MXD1",5
"10905","MXD3",11
"10906","MXD4",4
"10907","MXI1",5
"10908","MXRA7",12
"10909","MXRA8",12
"10910","MXRA8OS",14
"10911","MYADM",2
"10912","MYADML2OS",8
"10913","MYB",6
"10914","MYBBP1A",5
"10915","MYBL1",2
"10916","MYBL2",14
"10917","MYBPC1",16
"10918","MYBPC3",8
"10919","MYC",7
"10920","MYCBP2",7
"10921","MYCL",2
"10922","MYCN",12
"10923","MYD88",3
"10924","MYDGF",12
"10925","MYEF2",13
"10926","MYH10",12
"10927","MYH14",12
"10928","MYH7B",8
"10929","MYH9",5
"10930","MYL12A",10
"10931","MYL12B",10
"10932","MYL4",13
"10933","MYL6",4
"10934","MYLIP",5
"10935","MYLK2",12
"10936","MYLPF",1
"10937","MYNN",5
"10938","MYO10",10
"10939","MYO19",10
"10940","MYO1B",12
"10941","MYO1C",2
"10942","MYO1D",14
"10943","MYO1E",15
"10944","MYO1F",14
"10945","MYO1H",1
"10946","MYO3B",15
"10947","MYO5A",15
"10948","MYO5B",9
"10949","MYO5C",9
"10950","MYO6",2
"10951","MYO7A",4
"10952","MYO9B",9
"10953","MYOG",9
"10954","MYOM1",9
"10955","MYOM3",9
"10956","MYOZ1",2
"10957","MYOZ3",13
"10958","MYPOP",2
"10959","MYPOPOS",3
"10960","MYRF",6
"10961","MYRIP",4
"10962","MYSM1",5
"10963","MYZAP",5
"10964","MZF1",13
"10965","MZT1",2
"10966","MZT2",15
"10967","N-R5-8S1",4
"10968","N-R5S165",6
"10969","N-R5S179",8
"10970","N-R5S19",14
"10971","N-R5S194",2
"10972","N-R5S210",4
"10973","N-R5S24",5
"10974","N-R5S32",9
"10975","N-R5S40",9
"10976","N-R5S41",12
"10977","N-R5S47",16
"10978","N-R5S61",9
"10979","N-R5S65",12
"10980","N-R5S96",5
"10981","N4BP1",10
"10982","N4BP2",10
"10983","N4BP2L1",4
"10984","N4BP2L2",16
"10985","N4BP2OS",15
"10986","N4BP3",14
"10987","N6AMT1",3
"10988","N6AMT2",10
"10989","NAA10",2
"10990","NAA15",2
"10991","NAA16",10
"10992","NAA20",15
"10993","NAA30",15
"10994","NAA35",2
"10995","NAA38",6
"10996","NAA50",3
"10997","NAA60",11
"10998","NAAA",13
"10999","NAB1",5
"11000","NAB2",6
"11001","NABP1",16
"11002","NACC1",14
"11003","NADK",1
"11004","NADK2",15
"11005","NADSYN1",2
"11006","NAE1",11
"11007","NAF1",2
"11008","NAGA",12
"11009","NAGK",11
"11010","NAGLU",6
"11011","NAGPA",10
"11012","NAIF1",6
"11013","NAIP2",10
"11014","NAIP5",4
"11015","NAIP6",16
"11016","NALCN",9
"11017","NAMPT",13
"11018","NANOG-PS2",14
"11019","NANOS1",5
"11020","NANP",15
"11021","NANS",13
"11022","NAP1L1",10
"11023","NAP1L3",14
"11024","NAP1L4",13
"11025","NAP1L5",12
"11026","NAPA",10
"11027","NAPB",15
"11028","NAPEPLD",11
"11029","NAPG",13
"11030","NAPRT",9
"11031","NARF",2
"11032","NARS",15
"11033","NARS2",6
"11034","NASP",15
"11035","NAT10",7
"11036","NAT14",2
"11037","NAT2",15
"11038","NAT6",1
"11039","NAT8B",9
"11040","NAT9",1
"11041","NATD1",10
"11042","NAV1",9
"11043","NAV2",15
"11044","NBAS",13
"11045","NBEA",4
"11046","NBEAL1",5
"11047","NBEAL2",13
"11048","NBN",15
"11049","NBR1",9
"11050","NCALD",5
"11051","NCAM1",12
"11052","NCAN",12
"11053","NCAPD2",14
"11054","NCAPD3",2
"11055","NCAPG",5
"11056","NCAPG2",5
"11057","NCAPH",5
"11058","NCAPH2",2
"11059","NCBP1",2
"11060","NCCRP1",6
"11061","NCDN",3
"11062","NCEH1",5
"11063","NCF1",14
"11064","NCF2",5
"11065","NCF4",12
"11066","NCK1",5
"11067","NCK2",5
"11068","NCKAP1",15
"11069","NCKIPSD",9
"11070","NCL",7
"11071","NCLN",12
"11072","NCOA1",5
"11073","NCOA2",5
"11074","NCOA3",3
"11075","NCOA4",10
"11076","NCOA5",5
"11077","NCOA6",10
"11078","NCOA7",13
"11079","NCOR1",5
"11080","NCOR2",5
"11081","NCR3-PS",9
"11082","NCS1",6
"11083","NCSTN",14
"11084","NDC1",5
"11085","NDC80",3
"11086","NDE1",6
"11087","NDEL1",5
"11088","NDFIP1",5
"11089","NDFIP2",5
"11090","NDNF",5
"11091","NDOR1",3
"11092","NDRG1",5
"11093","NDRG2",5
"11094","NDRG3",6
"11095","NDRG4",5
"11096","NDST2",5
"11097","NDST3",9
"11098","NDST4",14
"11099","NDUFA1",5
"11100","NDUFA11",10
"11101","NDUFA12",15
"11102","NDUFA2",2
"11103","NDUFA3",12
"11104","NDUFA4",4
"11105","NDUFA4L2",2
"11106","NDUFA5",15
"11107","NDUFA6",14
"11108","NDUFA7",5
"11109","NDUFA8",9
"11110","NDUFA9",14
"11111","NDUFAB1",10
"11112","NDUFAF1",15
"11113","NDUFAF2",10
"11114","NDUFAF3",2
"11115","NDUFAF4",4
"11116","NDUFAF6",5
"11117","NDUFAF7",5
"11118","NDUFB10",15
"11119","NDUFB11",14
"11120","NDUFB2",2
"11121","NDUFB3",2
"11122","NDUFB4",10
"11123","NDUFB5",14
"11124","NDUFB6",1
"11125","NDUFB7",14
"11126","NDUFB8",9
"11127","NDUFB9",2
"11128","NDUFC2",2
"11129","NDUFS1",9
"11130","NDUFS4",5
"11131","NDUFS5",15
"11132","NDUFS6",10
"11133","NDUFS8",14
"11134","NDUFV1",1
"11135","NDUFV2",1
"11136","NDUFV3",14
"11137","NEAT1",15
"11138","NEBL",5
"11139","NECAB2",1
"11140","NECAP1",2
"11141","NECAP2",2
"11142","NEDD4",9
"11143","NEDD4L",5
"11144","NEDD8",14
"11145","NEDD9",15
"11146","NEFH",2
"11147","NEFL",9
"11148","NEGR1",9
"11149","NEIL2",3
"11150","NEIL3",13
"11151","NEK10",16
"11152","NEK2",14
"11153","NEK5",4
"11154","NEK6",2
"11155","NEK7",15
"11156","NEK8",1
"11157","NEK9",5
"11158","NELFA",14
"11159","NELFB",1
"11160","NELFCD",2
"11161","NELL1OS",6
"11162","NELL2",9
"11163","NEMF",14
"11164","NEO1",9
"11165","NES",8
"11166","NESPAS",2
"11167","NET1",5
"11168","NEU1",9
"11169","NEU2",9
"11170","NEU3",15
"11171","NEURL1A",8
"11172","NEURL1B",12
"11173","NEURL2",5
"11174","NEURL3",15
"11175","NEUROD2",9
"11176","NEUROG2",13
"11177","NEXN",9
"11178","NF1",2
"11179","NF2",13
"11180","NFASC",8
"11181","NFAT5",5
"11182","NFATC1",5
"11183","NFATC2",5
"11184","NFATC4",12
"11185","NFE2",12
"11186","NFE2L1",8
"11187","NFE2L2",13
"11188","NFE2L3",2
"11189","NFIA",5
"11190","NFIB",12
"11191","NFIC",14
"11192","NFIL3",13
"11193","NFIX",6
"11194","NFKB1",5
"11195","NFKB2",14
"11196","NFKBIA",7
"11197","NFKBIB",14
"11198","NFKBID",2
"11199","NFKBIE",15
"11200","NFKBIL1",2
"11201","NFKBIZ",5
"11202","NFRKB",5
"11203","NFU1",3
"11204","NFX1",5
"11205","NFXL1",15
"11206","NFYA",2
"11207","NFYB",10
"11208","NFYC",14
"11209","NGDN",12
"11210","NGEF",9
"11211","NGF",9
"11212","NGLY1",14
"11213","NGRN",2
"11214","NHEJ1",2
"11215","NHLRC1",15
"11216","NHLRC2",14
"11217","NHLRC3",4
"11218","NHP2",13
"11219","NHSL1",8
"11220","NHSL2",8
"11221","NID2",6
"11222","NIF3L1",8
"11223","NIFK",3
"11224","NIN",11
"11225","NINJ1",15
"11226","NINJ2",13
"11227","NINL",5
"11228","NIPA1",2
"11229","NIPA2",2
"11230","NIPAL1",2
"11231","NIPAL3",14
"11232","NIPAL4",6
"11233","NIPBL",5
"11234","NIPSNAP1",1
"11235","NIPSNAP3B",14
"11236","NISCH",2
"11237","NIT1",4
"11238","NIT2",2
"11239","NKAIN1",9
"11240","NKAIN3",9
"11241","NKAIN4",8
"11242","NKAP",1
"11243","NKD1",15
"11244","NKD2",9
"11245","NKG7",2
"11246","NKIRAS1",9
"11247","NKPD1",6
"11248","NKRF",2
"11249","NKTR",15
"11250","NKX1-1",6
"11251","NKX2-2OS",4
"11252","NKX2-4",9
"11253","NKX2-5",9
"11254","NKX2-9",9
"11255","NKX3-2",9
"11256","NKX6-3",8
"11257","NLE1",2
"11258","NLGN1",8
"11259","NLGN2",9
"11260","NLK",2
"11261","NLN",5
"11262","NLRC3",9
"11263","NLRC5",14
"11264","NLRP10",2
"11265","NLRP1B",4
"11266","NLRX1",9
"11267","NMB",9
"11268","NMBR",5
"11269","NMD3",2
"11270","NME1",1
"11271","NME2",14
"11272","NME3",8
"11273","NME6",1
"11274","NME7",14
"11275","NMI",1
"11276","NMNAT1",11
"11277","NMNAT2",11
"11278","NMNAT3",14
"11279","NMRAL1",9
"11280","NMRK1",5
"11281","NMT1",10
"11282","NMT2",5
"11283","NMUR1",5
"11284","NNT",10
"11285","NOA1",14
"11286","NOB1",10
"11287","NOC3L",10
"11288","NOC4L",14
"11289","NOD1",3
"11290","NODAL",6
"11291","NOG",9
"11292","NOL10",5
"11293","NOL11",10
"11294","NOL12",3
"11295","NOL4",9
"11296","NOL4L",9
"11297","NOL7",10
"11298","NOL8",14
"11299","NOL9",2
"11300","NOM1",1
"11301","NOMO1",13
"11302","NOP10",1
"11303","NOP14",14
"11304","NOP16",10
"11305","NOP56",9
"11306","NOP58",2
"11307","NOP9",9
"11308","NOS1AP",8
"11309","NOSIP",10
"11310","NOSTRIN",6
"11311","NOTCH1",2
"11312","NOTCH2",15
"11313","NOTCH3",6
"11314","NOTCH4",10
"11315","NOTUM",9
"11316","NOTUMOS",9
"11317","NOVA1",9
"11318","NOVA2",9
"11319","NPAS4",12
"11320","NPAT",1
"11321","NPBWR1",10
"11322","NPC1",10
"11323","NPC2",1
"11324","NPDC1",2
"11325","NPEPL1",11
"11326","NPEPPS",14
"11327","NPHP3",4
"11328","NPHP4",10
"11329","NPHS1",8
"11330","NPHS2",12
"11331","NPL",3
"11332","NPLOC4",9
"11333","NPM1",14
"11334","NPM3",1
"11335","NPNT",8
"11336","NPPC",8
"11337","NPRL2",10
"11338","NPRL3",2
"11339","NPTN",9
"11340","NPY2R",9
"11341","NQO1",10
"11342","NQO2",14
"11343","NR1D1",8
"11344","NR1D2",2
"11345","NR1H2",5
"11346","NR2C1",15
"11347","NR2C2",14
"11348","NR2E3",8
"11349","NR2F1",6
"11350","NR2F6",14
"11351","NR3C1",5
"11352","NR3C2",3
"11353","NR4A1",2
"11354","NR4A2",15
"11355","NR4A3",5
"11356","NR5A1",9
"11357","NR6A1",10
"11358","NRAP",16
"11359","NRARP",10
"11360","NRAS",10
"11361","NRBF2",3
"11362","NRBP2",2
"11363","NRCAM",9
"11364","NRD1",7
"11365","NRDE2",2
"11366","NREP",12
"11367","NRF1",10
"11368","NRG3",12
"11369","NRG4",8
"11370","NRGN",10
"11371","NRIP1",15
"11372","NRIP3",2
"11373","NRN1",15
"11374","NRON",13
"11375","NRP1",5
"11376","NRROS",10
"11377","NRTN",14
"11378","NRXN1",4
"11379","NRXN2",9
"11380","NSA2",2
