,Naive_Kaech_Kaech,Naive_Kaech_Chung,Naive_Mackay_Chung,Naive_MilnerAug_Chung,Naive_Renkema_Chung,Naive_Scott_Scott,MP_Kaech_Chung,MP_Kaech_Kaech,MP_Kaech_Scott,MP_MilnerAug_Kaech,MP_MilnerAug_Scott,MP_MilnerAug_Chung,TE_Kaech_Chung,TE_Kaech_Kaech,TE_Kaech_Scott,TE_MilnerAug_Kaech,TE_MilnerAug_Scott,TE_MilnerAug_Chung,TCM_Mackay_Chung,TCM_MilnerAug_Chung,TCM_Renkema_Chung,TEM_Mackay_Chung,TEM_MilnerAug_Chung,TEM_Renkema_Chung,TRM.IEL_Milner17_Milner17,TRM.IEL_MilnerApr_Chung,TRM.IEL_MilnerApr_Milner17,TRM.IEL_Milner17_Chung,TRM.liver_Mackay_Chung,TexProg1_Beltra_Beltra,TexProg2_Beltra_Beltra,TexProg_Beltra_Chung,TexProg_Hudson_Chung,TexProg_Hudson_Beltra,TexInt_Beltra_Beltra,TexInt_Beltra_Chung,TexInt_Hudson_Chung,TexInt_Hudson_Beltra,TexTerm_Beltra_Beltra,TexTerm_Beltra_Chung,TexTerm_Hudson_Chung,TexTerm_Hudson_Beltra
RP24-226L20.2,0,0,0,0,0,0,0.07,0.07,0.07,0,0,0,0.37,0.37,0.37,0,0,0,0.07,0,0,0.08,0,0,0,0.23,0.23,0,0.27,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0
Mcph1,1.84,1.84,2.35,3.05,0,6.91,8.29,8.29,8.29,5.46,5.46,5.46,7.24,7.24,7.24,6.23,6.23,6.23,4.94,4.47,7.77,5,3.36,0,3.07,4.51,4.51,3.07,6.7,5.29,9.44,5.29,6.63,6.63,5.26,5.26,9.28,9.28,5.37,5.37,7.01,7.01
Rpl31-ps16,0,0,0.9,0,0,0,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,7.6,0,0,7.6,1.05,0,0,0,0,0,0,0,0.79,0.79,0,0,0,0
AC113302.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp280c,32.48,32.48,5.45,13.07,0,5.84,25.69,25.69,25.69,9.92,9.92,9.92,22.76,22.76,22.76,10.51,10.51,10.51,23.01,1.33,0,29.34,2.51,0,7.87,1.53,1.53,7.87,28.09,3.87,4.49,3.87,8.2,8.2,3.68,3.68,4.62,4.62,8.42,8.42,6.27,6.27
Gm3835,0,0,0.14,0,0,0,0,0,0,3.04,3.04,3.04,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27240,0,0,0.38,1.1,43.27,0,0,0,0,1.45,1.45,1.45,0,0,0,0,0,0,1.41,0.45,172.31,1.73,1.76,107.34,0,1.28,1.28,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nsf,46.11,46.11,21.79,23.07,11.04,91.53,37.03,37.03,37.03,23.53,23.53,23.53,48.42,48.42,48.42,35.87,35.87,35.87,34.79,15.53,12.05,43.9,18.67,0,11.33,20.91,20.91,11.33,31.89,55.26,78.84,55.26,81.68,81.68,89.26,89.26,57.65,57.65,54.37,54.37,42.45,42.45
Htr1d,0,0,0,0,0,0,0.16,0.16,0.16,0,0,0,0.03,0.03,0.03,0,0,0,0.06,0,0,0.04,0,0,0,0,0,0,0.33,0,0.67,0,0.08,0.08,0.37,0.37,0.59,0.59,0,0,0,0
Gm26508,0,0,1.51,9.91,397.02,0,0,0,0,3.07,3.07,3.07,0,0,0,1.93,1.93,1.93,1.1,6.42,287.31,0.36,3.5,185.45,7.54,6.57,6.57,7.54,0,6.26,11.41,6.26,0,0,9.58,9.58,0,0,24.56,24.56,0,0
Gm4908,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.37,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exosc9,25.28,25.28,24.28,24.23,0,69.63,31.18,31.18,31.18,43.05,43.05,43.05,24.38,24.38,24.38,70.9,70.9,70.9,36.19,15.7,0,30.94,10.88,9.13,47.84,12.81,12.81,47.84,35.51,67.62,102.01,67.62,49.22,49.22,93,93,61.84,61.84,41.68,41.68,45.14,45.14
Gabre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.04,0,0,0,0,0,0,0.06,0,0,0,0.06,0.06,0,0,0,0,0,0,0,0
Csgalnact1,0,0,0.02,0,0,0.04,0.09,0.09,0.09,0,0,0,0.13,0.13,0.13,0,0,0,0.12,0,0,0.03,0,0,0.12,0.05,0.05,0.12,0.07,0.17,0.34,0.17,0,0,0,0,0,0,0,0,0,0
Copz1,95.87,95.87,85.47,61.71,0,239.92,118.85,118.85,118.85,110.76,110.76,110.76,137.5,137.5,137.5,107.88,107.88,107.88,100.34,67.7,0,111.02,85.23,0,71.86,94.66,94.66,71.86,103.55,192.55,247.31,192.55,250.59,250.59,248.57,248.57,242.78,242.78,220.02,220.02,215.85,215.85
Wdr26,81.39,81.39,46.35,15.55,6.42,6.72,135.17,135.17,135.17,13.24,13.24,13.24,135.56,135.56,135.56,11.62,11.62,11.62,90.37,11.35,6.08,112.51,6.35,12.48,18.82,6.84,6.84,18.82,99.55,34.15,42.75,34.15,42.35,42.35,52.57,52.57,44.83,44.83,39.46,39.46,41.53,41.53
BC049762,0,0,0.33,0,0,0,0,0,0,0,0,0,0.11,0.11,0.11,0,0,0,0,0.38,0,0.23,0.99,0,0,0,0,0,0,0,0,0,0.32,0.32,1.08,1.08,0,0,0,0,0.16,0.16
Gm9385,197.19,197.19,28.15,201.02,0,185.84,122.89,122.89,122.89,312.01,312.01,312.01,116.66,116.66,116.66,455.76,455.76,455.76,23.95,211.28,0,14.17,173.11,0,271.57,154.75,154.75,271.57,4.49,13.2,0,13.2,1.29,1.29,0,0,1.64,1.64,9.74,9.74,0,0
Gpr183,11.4,11.4,20.41,21.69,120.32,46.77,50.81,50.81,50.81,57.61,57.61,57.61,13.93,13.93,13.93,10.25,10.25,10.25,56.72,65.82,124.55,25.43,44.92,121.83,35.91,51.69,51.69,35.91,17.26,46.92,72.37,46.92,98.15,98.15,6.93,6.93,6.53,6.53,4.54,4.54,0.42,0.42
Cxcl12,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.1,0,0,0,0,0,0.31,0.31,0,0,0,0,0.28,0.28
Pla2g16,24.66,24.66,31.96,30.86,0,42.59,53.67,53.67,53.67,61.99,61.99,61.99,42.6,42.6,42.6,59.77,59.77,59.77,46.88,50.33,0,48.91,59.38,0,56.31,89.7,89.7,56.31,95.05,75.31,66.54,75.31,92.49,92.49,80.39,80.39,126.6,126.6,145.55,145.55,175.01,175.01
Tmem254a,17.72,17.72,11.5,14.25,0,52.26,30.01,30.01,30.01,42.16,42.16,42.16,25.4,25.4,25.4,22.85,22.85,22.85,15.37,11.86,0,18.62,13.25,0,22.6,9.82,9.82,22.6,17.62,34.9,45.13,34.9,40.2,40.2,54.64,54.64,64.74,64.74,48.1,48.1,47.61,47.61
Gm28959,0,0,1.29,8.02,98.01,4.09,0,0,0,6.6,6.6,6.6,0,0,0,4.19,4.19,4.19,2.89,11.81,42.28,4.2,25.99,39.59,5,8.9,8.9,5,0,0,0,0,1.61,1.61,4.02,4.02,3.92,3.92,4,4,2.04,2.04
Gm5846,0.16,0.16,0.04,0,0,0,0.62,0.62,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.27,0,0,0,0,0,0,0.19,0.19
Naaladl2,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0.15,0,0,0,0.48,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cptp,10.22,10.22,5.34,3.03,11.17,16.34,12.31,12.31,12.31,5.49,5.49,5.49,12.56,12.56,12.56,10.13,10.13,10.13,6.67,6.25,6.16,10.34,14.01,1.91,5.77,5.07,5.07,5.77,11.37,19.67,25.06,19.67,21.91,21.91,19.11,19.11,24.65,24.65,24.68,24.68,26.35,26.35
Ebna1bp2,97.33,97.33,53.67,38.47,17.12,77.45,71.11,71.11,71.11,27.06,27.06,27.06,60.37,60.37,60.37,38.95,38.95,38.95,86.54,51.86,0,90.23,56.57,0,34.02,49.42,49.42,34.02,91.92,74.52,102.78,74.52,108.45,108.45,74.9,74.9,117.46,117.46,56.7,56.7,79.38,79.38
Stk19-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Areg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0.1,0.1
Zfp597,14.6,14.6,5.65,9.29,20.13,3.65,21.45,21.45,21.45,6.21,6.21,6.21,24.78,24.78,24.78,8.18,8.18,8.18,13.38,0.73,0,25.46,2.04,0,8.57,0.86,0.86,8.57,18.1,1.76,1.85,1.76,5.41,5.41,2.88,2.88,5.67,5.67,3.95,3.95,10.87,10.87
